-0.3036754;0.07593101;000937.095;060180;False
-0.7900197;0.1476455;000937.595;060180;False
-1.189188;0.2320935;000938.095;060180;False
-1.523285;0.2909319;000938.595;060180;False
-1.829779;0.3255942;000939.095;060180;False
-2.065067;0.3464036;000939.595;060180;False
-2.201953;0.401243;000940.095;060180;False
-2.378353;0.4365217;000940.595;060180;False
-2.497327;0.4698442;000941.095;060180;False
-2.615656;0.4953541;000941.595;060180;False
-2.702819;0.5192477;000942.095;060180;False
-2.794126;0.5277925;000942.595;060180;False
-2.860851;0.5369742;000943.095;060180;False
-2.922189;0.5452672;000943.595;060180;False
-2.959475;0.5596411;000944.095;060180;False
-2.994846;0.5610824;000944.595;060180;False
-3.004033;0.5754012;000945.095;060180;False
-3.036047;0.5736909;000945.595;060180;False
-3.060757;0.5878449;000946.095;060180;False
-3.08328;0.5934048;000946.595;060180;False
-3.106011;0.5914925;000947.095;060180;False
-3.116242;0.5814065;000947.595;060180;False
-3.125015;0.6030375;000948.095;060180;False
-3.132087;0.6024284;000948.595;060180;False
-3.143764;0.6034548;000949.095;060180;False
-3.150481;0.6090916;000949.595;060180;False
-3.15404;0.6073133;000950.095;060180;False
-3.16031;0.6099992;000950.595;060180;False
-3.165454;0.6139309;000951.095;060180;False
-3.167744;0.6109848;000951.595;060180;False
-3.162632;0.6074131;000952.095;060180;False
-3.164184;0.6089532;000952.595;060180;False
-3.1698;0.6134202;000953.095;060180;False
-3.17309;0.6146053;000953.595;060180;False
-3.171813;0.6139491;000954.095;060180;False
-3.17151;0.6171515;000954.595;060180;False
-3.180062;0.6164673;000955.095;060180;False
-3.179247;0.616768;000955.595;060180;False
-3.180148;0.6269823;000956.095;060180;False
-3.180446;0.6204855;000956.595;060180;False
-3.176762;0.6245113;000957.095;060180;False
-3.181013;0.6207715;000957.595;060180;False
-3.185863;0.6240515;000958.095;060180;False
-3.189362;0.6119031;000958.595;060180;False
-3.185575;0.6104667;000959.095;060180;False
-3.176021;0.6111469;000959.595;060180;False
-3.180181;0.6099026;001000.095;060180;False
-3.180492;0.6081547;001000.595;060180;False
-3.176325;0.6167025;001001.095;060180;False
-3.180604;0.6192264;001001.595;060180;False
-3.179409;0.6207119;001002.095;060180;False
-3.182739;0.6122984;001002.595;060180;False
-3.185195;0.6114025;001003.095;060180;False
-3.184596;0.5989494;001003.595;060180;False
-3.185275;0.6046789;001004.095;060180;False
