0.0784308;-0.07989081;00:03:56.09;06/01/80;False
0.1808824;-0.2108006;00:03:56.59;06/01/80;False
0.2716273;-0.3396313;00:03:57.09;06/01/80;False
0.3526828;-0.4456919;00:03:57.59;06/01/80;False
0.4221937;-0.5351241;00:03:58.09;06/01/80;False
0.4812804;-0.6076442;00:03:58.59;06/01/80;False
0.5305631;-0.6684167;00:03:59.09;06/01/80;False
0.5802331;-0.7160969;00:03:59.59;06/01/80;False
0.6106353;-0.7578725;00:04:00.09;06/01/80;False
0.6331297;-0.7945419;00:04:00.59;06/01/80;False
0.6513288;-0.8217212;00:04:01.09;06/01/80;False
0.6692573;-0.8462142;00:04:01.59;06/01/80;False
0.6859789;-0.8673197;00:04:02.09;06/01/80;False
0.6983817;-0.8867776;00:04:02.59;06/01/80;False
0.7089451;-0.8983375;00:04:03.09;06/01/80;False
0.7187962;-0.9166449;00:04:03.59;06/01/80;False
0.7299049;-0.9253823;00:04:04.09;06/01/80;False
0.7344193;-0.9386564;00:04:04.59;06/01/80;False
0.7369287;-0.9445339;00:04:05.09;06/01/80;False
0.7495676;-0.9482719;00:04:05.59;06/01/80;False
0.7523028;-0.955942;00:04:06.09;06/01/80;False
0.7541084;-0.9585894;00:04:06.59;06/01/80;False
0.7534419;-0.968229;00:04:07.09;06/01/80;False
0.7579865;-0.9699551;00:04:07.59;06/01/80;False
0.7662456;-0.97348;00:04:08.09;06/01/80;False
0.7680935;-0.9740734;00:04:08.59;06/01/80;False
0.7616435;-0.9812826;00:04:09.09;06/01/80;False
0.7662739;-0.9941887;00:04:09.59;06/01/80;False
0.7683712;-0.9931953;00:04:10.09;06/01/80;False
0.7683144;-0.9912752;00:04:10.59;06/01/80;False
0.7628454;-0.9938032;00:04:11.09;06/01/80;False
0.7637479;-0.9924163;00:04:11.59;06/01/80;False
0.7742875;-0.9844543;00:04:12.09;06/01/80;False
0.7742488;-0.9830355;00:04:12.59;06/01/80;False
0.7728756;-0.9823383;00:04:13.09;06/01/80;False
0.7752575;-0.9852347;00:04:13.59;06/01/80;False
0.7683626;-0.988917;00:04:14.09;06/01/80;False
0.7706927;-0.9852447;00:04:14.59;06/01/80;False
0.7722393;-0.9799721;00:04:15.09;06/01/80;False
0.7715232;-0.9805783;00:04:15.59;06/01/80;False
0.7662534;-0.9779958;00:04:16.09;06/01/80;False
0.7729043;-0.9753133;00:04:16.59;06/01/80;False
0.7820643;-0.9771744;00:04:17.09;06/01/80;False
0.7832326;-0.9830379;00:04:17.59;06/01/80;False
0.7830696;-0.9786656;00:04:18.09;06/01/80;False
0.781954;-0.9808605;00:04:18.59;06/01/80;False
0.7796386;-0.9760934;00:04:19.09;06/01/80;False
0.7801249;-0.9773227;00:04:19.59;06/01/80;False
0.7788951;-0.9792918;00:04:20.09;06/01/80;False
0.7737331;-0.9802733;00:04:20.59;06/01/80;False
