-0.007186018;0.01752405;<class 'int'>;<class 'int'>;False
-0.02449486;0.01554616;<class 'int'>;<class 'int'>;False
-0.0394018;0.0186895;<class 'int'>;<class 'int'>;False
-0.05300827;0.02138676;<class 'int'>;<class 'int'>;False
-0.06677642;0.02094113;<class 'int'>;<class 'int'>;False
-0.1122819;0.03663838;<class 'int'>;<class 'int'>;False
-0.1248187;0.03962249;<class 'int'>;<class 'int'>;False
-0.2146534;0.06785168;<class 'int'>;<class 'int'>;False
-0.2250579;0.07036077;<class 'int'>;<class 'int'>;False
-0.2997627;0.09160829;<class 'int'>;<class 'int'>;False
-0.3090188;0.08792305;<class 'int'>;<class 'int'>;False
-0.3581553;0.112075;<class 'int'>;<class 'int'>;False
-0.3667195;0.1124539;<class 'int'>;<class 'int'>;False
-0.4135674;0.1342996;<class 'int'>;<class 'int'>;False
-0.4197808;0.1321123;<class 'int'>;<class 'int'>;False
-0.4644719;0.139122;<class 'int'>;<class 'int'>;False
-0.4701197;0.1346606;<class 'int'>;<class 'int'>;False
-0.4998999;0.1493294;<class 'int'>;<class 'int'>;False
-0.505496;0.1456596;<class 'int'>;<class 'int'>;False
-0.529319;0.1500661;<class 'int'>;<class 'int'>;False
-0.5334098;0.1476163;<class 'int'>;<class 'int'>;False
-0.5557406;0.1631476;<class 'int'>;<class 'int'>;False
-0.5585215;0.1640658;<class 'int'>;<class 'int'>;False
-0.5787282;0.1813691;<class 'int'>;<class 'int'>;False
-0.5824518;0.176861;<class 'int'>;<class 'int'>;False
-0.6018949;0.1903027;<class 'int'>;<class 'int'>;False
-0.6048741;0.1872046;<class 'int'>;<class 'int'>;False
-0.6154001;0.1864902;<class 'int'>;<class 'int'>;False
-0.6177902;0.1863582;<class 'int'>;<class 'int'>;False
-0.6271854;0.1941978;<class 'int'>;<class 'int'>;False
-0.6294538;0.1931244;<class 'int'>;<class 'int'>;False
-0.6370067;0.1985728;<class 'int'>;<class 'int'>;False
-0.6392184;0.1985221;<class 'int'>;<class 'int'>;False
-0.6500256;0.2106127;<class 'int'>;<class 'int'>;False
-0.6511576;0.210586;<class 'int'>;<class 'int'>;False
-0.6615533;0.2095533;<class 'int'>;<class 'int'>;False
-0.6615906;0.2074804;<class 'int'>;<class 'int'>;False
-0.6633162;0.2070882;<class 'int'>;<class 'int'>;False
-0.6671649;0.2126989;<class 'int'>;<class 'int'>;False
-0.6687849;0.2075083;<class 'int'>;<class 'int'>;False
-0.6683161;0.2150379;<class 'int'>;<class 'int'>;False
-0.6688881;0.2147362;<class 'int'>;<class 'int'>;False
-0.6705105;0.2041283;<class 'int'>;<class 'int'>;False
-0.6765414;0.2026839;<class 'int'>;<class 'int'>;False
-0.6783616;0.2033112;<class 'int'>;<class 'int'>;False
-0.6820317;0.2026572;<class 'int'>;<class 'int'>;False
-0.6793314;0.2092184;<class 'int'>;<class 'int'>;False
-0.6816742;0.2077153;<class 'int'>;<class 'int'>;False
-0.6794181;0.2072598;<class 'int'>;<class 'int'>;False
-0.6807394;0.2031126;<class 'int'>;<class 'int'>;False
-0.6833858;0.2025599;<class 'int'>;<class 'int'>;False
-0.6845113;0.1985785;<class 'int'>;<class 'int'>;False
-0.6839583;0.2085957;<class 'int'>;<class 'int'>;False
-0.6850917;0.2044833;<class 'int'>;<class 'int'>;False
-0.6875156;0.201257;<class 'int'>;<class 'int'>;False
-0.6885624;0.2009071;<class 'int'>;<class 'int'>;False
-0.6892257;0.200239;<class 'int'>;<class 'int'>;False
-0.6904641;0.1970674;<class 'int'>;<class 'int'>;False
-0.6904881;0.1953977;<class 'int'>;<class 'int'>;False
-0.6919849;0.196006;<class 'int'>;<class 'int'>;False
-0.6965858;0.2058393;<class 'int'>;<class 'int'>;False
-0.6983676;0.2053907;<class 'int'>;<class 'int'>;False
-0.6981073;0.2040605;<class 'int'>;<class 'int'>;False
-0.6994687;0.2044188;<class 'int'>;<class 'int'>;False
-0.6980942;0.2011843;<class 'int'>;<class 'int'>;False
-0.6983171;0.2007986;<class 'int'>;<class 'int'>;False
