Loopcount;Interval;Roll;Pitch;Time;Date;Fix;Latitude;Longitude;Speed
3035;201;-3.143049;-16.04676;12:26:26.40;15/10/22;True;4653.2706;00836.1536;100.8784
3036;200;-3.559627;-16.19775;12:26:26.60;15/10/22;True;4653.2705;00836.1580;100.7488
3037;199;-4.061233;-16.93425;12:26:26.80;15/10/22;True;4653.2704;00836.1623;100.7118
3038;204;-3.747082;-15.28456;12:26:27.00;15/10/22;True;4653.2704;00836.1667;100.3599
3039;199;-4.965261;-15.46684;12:26:27.20;15/10/22;True;4653.2704;00836.1711;99.9154
3040;200;-4.360545;-15.09359;12:26:27.40;15/10/22;True;4653.2704;00836.1755;100.8044
3041;202;-5.676116;-15.17274;12:26:27.60;15/10/22;True;4653.2705;00836.1799;100.1932
3042;197;-6.231506;-15.63719;12:26:27.80;15/10/22;True;4653.2706;00836.1843;100.971
3043;203;-5.299929;-16.26728;12:26:28.00;15/10/22;True;4653.2708;00836.1887;100.1376
3044;197;-5.294031;-16.42587;12:26:28.20;15/10/22;True;4653.2710;00836.1931;100.6562
3045;197;-4.270879;-17.58569;12:26:28.40;15/10/22;True;4653.2712;00836.1975;100.7673
3046;200;-5.677548;-17.56718;12:26:28.60;15/10/22;True;4653.2714;00836.2019;100.6747
3047;201;-4.658423;-18.69114;12:26:28.80;15/10/22;True;4653.2717;00836.2062;100.2488
3048;201;-4.218565;-18.60123;12:26:29.00;15/10/22;True;4653.2719;00836.2106;100.4154
3049;200;-5.699509;-18.1424;12:26:29.20;15/10/22;True;4653.2722;00836.2149;100.3969
3050;199;-6.905629;-20.33072;12:26:29.40;15/10/22;True;4653.2725;00836.2193;99.7302
3051;199;-8.311028;-19.81288;12:26:29.60;15/10/22;True;4653.2728;00836.2236;99.23017
3052;200;-7.376619;-19.11797;12:26:29.80;15/10/22;True;4653.2732;00836.2280;98.76717
3053;203;-6.186474;-20.06428;12:26:30.00;15/10/22;True;4653.2736;00836.2325;98.84124
3054;201;-7.309148;-19.69795;12:26:30.20;15/10/22;True;4653.2740;00836.2368;98.87828
3055;197;-8.57047;-21.06384;12:26:30.40;15/10/22;True;4653.2745;00836.2410;98.82273
3056;200;-9.242249;-21.91601;12:26:30.60;15/10/22;True;4653.2750;00836.2453;99.34128
3057;200;-9.321309;-21.43846;12:26:30.80;15/10/22;True;4653.2755;00836.2496;99.78576
3058;202;-8.662437;-21.91522;12:26:31.00;15/10/22;True;4653.2761;00836.2539;99.80428
3059;199;-10.76218;-21.03444;12:26:31.20;15/10/22;True;4653.2767;00836.2581;99.87836
3060;199;-9.638444;-20.71634;12:26:31.40;15/10/22;True;4653.2773;00836.2624;100.6192
3061;201;-7.958619;-21.39549;12:26:31.60;15/10/22;True;4653.2780;00836.2667;100.2673
3062;200;-10.1059;-19.76834;12:26:31.80;15/10/22;True;4653.2788;00836.2710;100.1932
3063;201;-9.996445;-19.30518;12:26:32.00;15/10/22;True;4653.2795;00836.2752;100.0821
3064;197;-8.243092;-19.54331;12:26:32.20;15/10/22;True;4653.2804;00836.2795;100.1562
3065;200;-8.173182;-18.94135;12:26:32.40;15/10/22;True;4653.2812;00836.2837;100.4525
3066;200;-6.593981;-19.82684;12:26:32.60;15/10/22;True;4653.2821;00836.2879;100.5636
3067;201;-6.555241;-17.7304;12:26:32.80;15/10/22;True;4653.2830;00836.2921;100.6377
3068;202;-6.294575;-19.59943;12:26:33.00;15/10/22;True;4653.2839;00836.2963;100.6192
3069;201;-7.593802;-18.40373;12:26:33.20;15/10/22;True;4653.2849;00836.3005;100.6932
3070;201;-7.755754;-19.38453;12:26:33.40;15/10/22;True;4653.2860;00836.3046;100.7488
3071;197;-8.134556;-19.44994;12:26:33.60;15/10/22;True;4653.2870;00836.3088;100.8044
3072;201;-7.728822;-21.02255;12:26:33.80;15/10/22;True;4653.2880;00836.3129;100.897
3073;201;-10.4429;-20.07631;12:26:34.00;15/10/22;True;4653.2891;00836.3170;102.0452
3074;200;-10.16808;-20.30195;12:26:34.20;15/10/22;True;4653.2902;00836.3212;102.4341
3075;198;-9.818397;-19.12014;12:26:34.40;15/10/22;True;4653.2914;00836.3254;102.3415
3076;200;-8.264071;-21.72463;12:26:34.60;15/10/22;True;4653.2926;00836.3296;102.4156
3077;200;-8.409218;-21.87173;12:26:34.80;15/10/22;True;4653.2937;00836.3338;102.3415
3078;201;-10.58372;-21.76202;12:26:35.00;15/10/22;True;4653.2949;00836.3379;102.2119
3079;203;-10.18363;-22.04502;12:26:35.20;15/10/22;True;4653.2961;00836.3419;102.1378
3080;197;-10.35195;-22.74954;12:26:35.40;15/10/22;True;4653.2973;00836.3460;102.1008
3081;200;-11.1277;-22.51678;12:26:35.60;15/10/22;True;4653.2986;00836.3501;101.8044
3082;199;-11.71101;-22.43605;12:26:35.80;15/10/22;True;4653.2998;00836.3541;101.8044
3083;200;-10.33797;-25.70776;12:26:36.00;15/10/22;True;4653.3011;00836.3582;101.8415
3084;203;-14.10929;-24.77738;12:26:36.20;15/10/22;True;4653.3023;00836.3623;101.2488
3085;199;-14.68746;-24.08078;12:26:36.40;15/10/22;True;4653.3036;00836.3663;100.8229
3086;198;-14.88174;-23.83773;12:26:36.60;15/10/22;True;4653.3049;00836.3704;100.7673
3087;200;-14.91784;-23.73327;12:26:36.80;15/10/22;True;4653.3062;00836.3745;100.6747
3088;218;-16.10798;-23.41277;12:26:37.00;15/10/22;True;4653.3075;00836.3785;100.8044
3089;183;-14.89123;-23.97077;12:26:37.20;15/10/22;True;4653.3088;00836.3826;100.9525
3090;199;-13.91956;-24.9098;12:26:37.40;15/10/22;True;4653.3101;00836.3866;101.0822
3091;202;-16.09254;-23.62684;12:26:37.60;15/10/22;True;4653.3114;00836.3906;101.1377
3092;199;-16.91322;-23.21907;12:26:37.80;15/10/22;True;4653.3127;00836.3946;101.5452
3093;198;-16.67361;-23.87295;12:26:38.00;15/10/22;True;4653.3140;00836.3986;101.434
3094;203;-15.13472;-23.18805;12:26:38.20;15/10/22;True;4653.3153;00836.4026;101.1007
3095;199;-15.81264;-22.96285;12:26:38.40;15/10/22;True;4653.3166;00836.4066;100.7488
3096;201;-12.0546;-23.36428;12:26:38.60;15/10/22;True;4653.3179;00836.4106;101.0822
3097;199;-10.93151;-25.55653;12:26:38.80;15/10/22;True;4653.3192;00836.4146;100.6006
3098;199;-9.731958;-26.45488;12:26:39.00;15/10/22;True;4653.3205;00836.4186;100.1747
3099;201;-8.683987;-26.74114;12:26:39.20;15/10/22;True;4653.3218;00836.4225;100.9525
3100;200;-9.897321;-28.04646;12:26:39.40;15/10/22;True;4653.3231;00836.4266;101.3044
3101;201;-9.509952;-27.12499;12:26:39.60;15/10/22;True;4653.3244;00836.4306;101.2303
3102;201;-10.2593;-27.44214;12:26:39.80;15/10/22;True;4653.3257;00836.4346;101.2303
3103;198;-9.490991;-25.56782;12:26:40.00;15/10/22;True;4653.3270;00836.4386;101.36
3104;200;-8.037159;-27.67085;12:26:40.20;15/10/22;True;4653.3283;00836.4426;101.6933
3105;200;-8.266187;-26.66782;12:26:40.40;15/10/22;True;4653.3296;00836.4467;101.7859
3106;200;-9.661262;-26.2955;12:26:40.60;15/10/22;True;4653.3309;00836.4507;101.823
3107;201;-8.352597;-25.67933;12:26:40.80;15/10/22;True;4653.3322;00836.4547;101.823
3108;199;-8.621147;-27.24787;12:26:41.00;15/10/22;True;4653.3335;00836.4588;101.8415
3109;202;-10.56944;-26.5844;12:26:41.20;15/10/22;True;4653.3348;00836.4628;101.8044
3110;200;-12.30542;-25.62925;12:26:41.40;15/10/22;True;4653.3362;00836.4668;101.7489
3111;197;-12.4208;-25.00877;12:26:41.60;15/10/22;True;4653.3375;00836.4708;101.7489
3112;201;-11.82572;-25.9253;12:26:41.80;15/10/22;True;4653.3388;00836.4748;101.6933
3113;199;-14.27966;-26.65261;12:26:42.00;15/10/22;True;4653.3401;00836.4789;101.6192
3114;205;-15.00222;-25.13867;12:26:42.20;15/10/22;True;4653.3414;00836.4829;101.2303
3115;197;-15.19586;-26.1727;12:26:42.40;15/10/22;True;4653.3428;00836.4869;101.1007
3116;198;-15.09996;-25.09207;12:26:42.60;15/10/22;True;4653.3441;00836.4909;101.5452
3117;199;-13.85721;-24.24009;12:26:42.80;15/10/22;True;4653.3454;00836.4949;101.5637
3118;201;-9.12745;-27.05614;12:26:43.00;15/10/22;True;4653.3467;00836.4989;101.9341
3119;202;-12.77815;-25.68054;12:26:43.20;15/10/22;True;4653.3481;00836.5029;101.86
3120;199;-13.99827;-24.37128;12:26:43.40;15/10/22;True;4653.3494;00836.5069;101.897
3121;202;-14.79596;-25.72518;12:26:43.60;15/10/22;True;4653.3507;00836.5109;101.823
3122;199;-13.46293;-24.94151;12:26:43.80;15/10/22;True;4653.3520;00836.5149;101.9156
3123;200;-13.45173;-25.2901;12:26:44.00;15/10/22;True;4653.3534;00836.5189;101.4896
3124;199;-14.84179;-24.35745;12:26:44.20;15/10/22;True;4653.3547;00836.5229;101.5081
3125;201;-13.47167;-26.31817;12:26:44.40;15/10/22;True;4653.3560;00836.5269;101.1933
3126;201;-15.54599;-26.01907;12:26:44.60;15/10/22;True;4653.3573;00836.5309;100.7858
3127;198;-17.29771;-25.18335;12:26:44.80;15/10/22;True;4653.3587;00836.5349;100.934
3128;202;-18.81858;-25.38966;12:26:45.00;15/10/22;True;4653.3600;00836.5389;100.7488
3129;203;-19.70153;-27.2657;12:26:45.20;15/10/22;True;4653.3613;00836.5429;101.1748
3130;200;-19.46998;-27.18584;12:26:45.40;15/10/22;True;4653.3626;00836.5468;101.1007
3131;197;-21.40777;-26.05618;12:26:45.60;15/10/22;True;4653.3640;00836.5509;101.6563
3132;200;-21.00179;-27.29313;12:26:45.80;15/10/22;True;4653.3653;00836.5549;101.6192
3133;201;-21.88043;-25.72587;12:26:46.00;15/10/22;True;4653.3666;00836.5589;101.6192
3134;198;-20.63946;-26.19122;12:26:46.20;15/10/22;True;4653.3680;00836.5629;101.5822
3135;201;-16.39553;-26.41102;12:26:46.40;15/10/22;True;4653.3693;00836.5670;101.6007
3136;202;-12.23668;-25.0418;12:26:46.60;15/10/22;True;4653.3706;00836.5711;102.7304
3137;198;-9.047058;-25.44467;12:26:46.80;15/10/22;True;4653.3719;00836.5752;102.2674
3138;202;-6.074847;-26.12358;12:26:47.00;15/10/22;True;4653.3732;00836.5793;102.5638
3139;201;-1.112609;-25.04922;12:26:47.20;15/10/22;True;4653.3745;00836.5836;105.6751
3140;200;-2.463391;-24.10577;12:26:47.40;15/10/22;True;4653.3758;00836.5878;107.0641
3141;194;-3.561834;-24.50904;12:26:47.60;15/10/22;True;4653.3771;00836.5922;108.1383
3142;204;-2.470702;-23.94523;12:26:47.80;15/10/22;True;4653.3783;00836.5965;108.5828
3143;214;-1.171403;-25.16974;12:26:48.00;15/10/22;True;4653.3796;00836.6009;109.3235
3144;189;0.8921702;-26.08124;12:26:48.20;15/10/22;True;4653.3809;00836.6053;109.4162
3145;199;1.982448;-26.30962;12:26:48.40;15/10/22;True;4653.3821;00836.6097;108.8976
3146;199;3.512336;-26.44697;12:26:48.60;15/10/22;True;4653.3834;00836.6140;108.4716
3147;197;7.262434;-28.59577;12:26:48.80;15/10/22;True;4653.3847;00836.6184;108.9161
3148;203;10.08313;-29.82293;12:26:49.00;15/10/22;True;4653.3860;00836.6227;108.6754
3149;196;9.69387;-28.77086;12:26:49.20;15/10/22;True;4653.3872;00836.6269;106.0826
3150;203;9.319375;-28.67998;12:26:49.40;15/10/22;True;4653.3885;00836.6311;105.3232
3151;199;7.747691;-26.84931;12:26:49.60;15/10/22;True;4653.3897;00836.6352;104.0083
3152;200;9.342754;-27.53567;12:26:49.80;15/10/22;True;4653.3910;00836.6393;103.0638
3153;199;8.261311;-27.61219;12:26:50.00;15/10/22;True;4653.3922;00836.6433;101.9711
3154;201;10.17835;-26.58389;12:26:50.20;15/10/22;True;4653.3935;00836.6472;100.7303
3155;199;10.49088;-26.50781;12:26:50.40;15/10/22;True;4653.3948;00836.6512;99.95244
3156;200;9.559513;-24.58168;12:26:50.60;15/10/22;True;4653.3960;00836.6552;98.69308
3157;203;9.32844;-23.71253;12:26:50.80;15/10/22;True;4653.3973;00836.6591;98.2486
3158;200;9.916832;-23.03619;12:26:51.00;15/10/22;True;4653.3985;00836.6630;97.71152
3159;200;11.08718;-22.84435;12:26:51.20;15/10/22;True;4653.3998;00836.6669;97.6004
3160;199;13.38495;-23.92296;12:26:51.40;15/10/22;True;4653.4011;00836.6708;97.1374
3161;200;13.18629;-24.08377;12:26:51.60;15/10/22;True;4653.4023;00836.6746;97.61892
3162;201;12.18995;-24.52333;12:26:51.80;15/10/22;True;4653.4036;00836.6784;97.32261
3163;200;11.4335;-24.77025;12:26:52.00;15/10/22;True;4653.4049;00836.6823;96.89664
3164;201;10.55877;-22.97154;12:26:52.20;15/10/22;True;4653.4061;00836.6861;96.91516
3165;197;8.629055;-22.13101;12:26:52.40;15/10/22;True;4653.4074;00836.6899;96.89664
3166;198;8.953803;-21.52848;12:26:52.60;15/10/22;True;4653.4087;00836.6936;97.19296
3167;200;8.345284;-19.79477;12:26:52.80;15/10/22;True;4653.4099;00836.6975;97.21148
3168;200;6.134687;-19.36936;12:26:53.00;15/10/22;True;4653.4112;00836.7013;97.08183
3169;199;5.908519;-20.40482;12:26:53.20;15/10/22;True;4653.4124;00836.7052;96.69291
3170;201;5.467571;-19.97179;12:26:53.40;15/10/22;True;4653.4137;00836.7090;96.89664
3171;204;4.952667;-19.39587;12:26:53.60;15/10/22;True;4653.4149;00836.7128;96.13732
3172;198;4.815173;-19.75558;12:26:53.80;15/10/22;True;4653.4162;00836.7166;96.60032
3173;201;4.084248;-19.83497;12:26:54.00;15/10/22;True;4653.4174;00836.7205;96.65587
3174;202;3.005857;-19.69929;12:26:54.20;15/10/22;True;4653.4187;00836.7243;97.15592
3175;197;3.494087;-18.24984;12:26:54.40;15/10/22;True;4653.4199;00836.7282;96.91516
3176;201;2.161059;-17.23683;12:26:54.60;15/10/22;True;4653.4212;00836.7321;97.08183
3177;199;1.134619;-17.19414;12:26:54.80;15/10/22;True;4653.4224;00836.7361;98.9894
3178;200;-1.309293;-16.4004;12:26:55.00;15/10/22;True;4653.4236;00836.7400;99.2672
3179;200;-2.395646;-15.54042;12:26:55.20;15/10/22;True;4653.4249;00836.7440;99.41536
3180;200;-2.957447;-15.15582;12:26:55.40;15/10/22;True;4653.4261;00836.7480;99.76724
3181;203;-2.656063;-14.79527;12:26:55.60;15/10/22;True;4653.4273;00836.7521;99.74872
3182;194;-1.554996;-16.96326;12:26:55.80;15/10/22;True;4653.4285;00836.7561;99.43388
3183;200;-4.296975;-14.95737;12:26:56.00;15/10/22;True;4653.4296;00836.7601;99.37832
3184;201;-3.762933;-15.74267;12:26:56.20;15/10/22;True;4653.4307;00836.7642;99.28573
3185;201;-5.250272;-14.82773;12:26:56.40;15/10/22;True;4653.4319;00836.7682;98.28564
3186;198;-5.728252;-15.36857;12:26:56.60;15/10/22;True;4653.4329;00836.7723;98.71161
3187;200;-4.707506;-16.64967;12:26:56.80;15/10/22;True;4653.4340;00836.7764;99.13756
3188;201;-5.642536;-16.34506;12:26:57.00;15/10/22;True;4653.4350;00836.7805;99.10052
3189;199;-6.598957;-15.57564;12:26:57.20;15/10/22;True;4653.4360;00836.7846;99.04496
3190;200;-6.374217;-15.62982;12:26:57.40;15/10/22;True;4653.4369;00836.7887;99.02644
3191;201;-7.413253;-16.86504;12:26:57.60;15/10/22;True;4653.4378;00836.7929;99.11904
3192;199;-6.993309;-16.26759;12:26:57.80;15/10/22;True;4653.4387;00836.7971;100.045
3193;200;-7.73475;-14.97005;12:26:58.00;15/10/22;True;4653.4396;00836.8013;100.5821
3194;199;-7.370779;-15.85477;12:26:58.20;15/10/22;True;4653.4405;00836.8055;100.7118
3195;200;-7.584349;-16.53898;12:26:58.40;15/10/22;True;4653.4413;00836.8098;100.8229
3196;201;-7.16599;-16.10026;12:26:58.60;15/10/22;True;4653.4421;00836.8140;101.0822
3197;203;-7.966506;-18.67756;12:26:58.80;15/10/22;True;4653.4428;00836.8182;101.1192
3198;214;-6.869226;-19.20955;12:26:59.00;15/10/22;True;4653.4436;00836.8225;101.1933
3199;185;-6.974041;-20.01373;12:26:59.20;15/10/22;True;4653.4443;00836.8267;101.1748
3200;198;-11.60367;-21.12422;12:26:59.40;15/10/22;True;4653.4450;00836.8310;101.2859
3201;202;-10.24872;-21.39596;12:26:59.60;15/10/22;True;4653.4457;00836.8353;100.8414
3202;197;-9.51882;-22.22031;12:26:59.80;15/10/22;True;4653.4463;00836.8396;100.8229
3203;203;-9.75253;-19.42542;12:27:00.00;15/10/22;True;4653.4469;00836.8439;100.7118
3204;202;-7.747274;-22.10184;12:27:00.20;15/10/22;True;4653.4475;00836.8483;100.7118
3205;197;-7.730903;-23.35792;12:27:00.40;15/10/22;True;4653.4480;00836.8527;100.9896
3206;198;-8.261884;-24.8292;12:27:00.60;15/10/22;True;4653.4485;00836.8571;101.1007
3207;201;-10.61233;-24.2935;12:27:00.80;15/10/22;True;4653.4490;00836.8615;101.1748
3208;201;-10.8742;-23.99171;12:27:01.00;15/10/22;True;4653.4494;00836.8659;101.8044
3209;200;-14.77118;-23.404;12:27:01.20;15/10/22;True;4653.4498;00836.8703;101.7489
3210;202;-14.45668;-22.96813;12:27:01.40;15/10/22;True;4653.4501;00836.8747;101.6378
3211;200;-14.05419;-24.08156;12:27:01.60;15/10/22;True;4653.4503;00836.8791;101.7674
3212;196;-14.306;-24.78926;12:27:01.80;15/10/22;True;4653.4505;00836.8835;101.6748
3213;203;-14.87518;-24.63579;12:27:02.00;15/10/22;True;4653.4507;00836.8880;101.6933
3214;202;-14.47921;-24.23029;12:27:02.20;15/10/22;True;4653.4508;00836.8924;101.36
3215;199;-13.49649;-22.59609;12:27:02.40;15/10/22;True;4653.4508;00836.8969;101.434
3216;201;-10.81408;-23.6962;12:27:02.60;15/10/22;True;4653.4509;00836.9013;101.36
3217;198;-11.15168;-22.11052;12:27:02.80;15/10/22;True;4653.4508;00836.9057;101.3414
3218;201;-10.60682;-21.02102;12:27:03.00;15/10/22;True;4653.4507;00836.9102;101.2303
3219;199;-9.829994;-21.89169;12:27:03.20;15/10/22;True;4653.4505;00836.9146;100.6192
3220;200;-9.262914;-22.75238;12:27:03.40;15/10/22;True;4653.4503;00836.9190;100.8229
3221;201;-6.272913;-22.74345;12:27:03.60;15/10/22;True;4653.4500;00836.9233;98.26713
3222;197;-3.258136;-23.78247;12:27:03.80;15/10/22;True;4653.4497;00836.9275;97.28557
3223;202;-1.789728;-22.80871;12:27:04.00;15/10/22;True;4653.4493;00836.9317;96.19288
3224;200;-0.4406612;-22.37229;12:27:04.20;15/10/22;True;4653.4488;00836.9358;95.15576
3225;199;1.304082;-21.79678;12:27:04.40;15/10/22;True;4653.4484;00836.9398;94.0816
3226;200;4.498074;-22.98808;12:27:04.60;15/10/22;True;4653.4478;00836.9439;93.43341
3227;200;4.428118;-21.02614;12:27:04.80;15/10/22;True;4653.4473;00836.9478;92.48888
3228;202;6.31347;-20.91386;12:27:05.00;15/10/22;True;4653.4467;00836.9518;92.48888
3229;200;7.228027;-20.82899;12:27:05.20;15/10/22;True;4653.4461;00836.9557;91.45176
3230;200;7.308106;-20.84938;12:27:05.40;15/10/22;True;4653.4454;00836.9596;91.78513
3231;201;6.375831;-18.92927;12:27:05.60;15/10/22;True;4653.4447;00836.9634;91.89624
3232;198;5.474993;-17.99585;12:27:05.80;15/10/22;True;4653.4440;00836.9673;91.93328
3233;199;7.637121;-17.90345;12:27:06.00;15/10/22;True;4653.4432;00836.9712;91.89624
3234;202;7.12311;-17.42902;12:27:06.20;15/10/22;True;4653.4424;00836.9750;91.84069
3235;198;7.62469;-17.61529;12:27:06.40;15/10/22;True;4653.4416;00836.9788;91.72956
3236;201;10.11092;-18.03118;12:27:06.60;15/10/22;True;4653.4408;00836.9827;91.32213
3237;200;10.7061;-17.69935;12:27:06.80;15/10/22;True;4653.4399;00836.9865;91.35917
3238;200;12.07588;-17.66383;12:27:07.00;15/10/22;True;4653.4390;00836.9902;90.54428
3239;201;10.68552;-16.29606;12:27:07.20;15/10/22;True;4653.4381;00836.9940;90.748
3240;197;9.769854;-14.98209;12:27:07.40;15/10/22;True;4653.4372;00836.9977;89.06268
3241;203;9.254976;-14.98338;12:27:07.60;15/10/22;True;4653.4363;00837.0013;88.41449
3242;198;7.987108;-14.57315;12:27:07.80;15/10/22;True;4653.4354;00837.0049;88.61819
3243;202;6.126944;-14.27901;12:27:08.00;15/10/22;True;4653.4345;00837.0085;88.13668
3244;201;3.194207;-14.20249;12:27:08.20;15/10/22;True;4653.4335;00837.0121;87.78481
3245;198;0.6815379;-13.35081;12:27:08.40;15/10/22;True;4653.4326;00837.0156;87.45144
3246;199;0.2700891;-12.87962;12:27:08.60;15/10/22;True;4653.4316;00837.0191;87.00696
3247;200;-1.620007;-12.18642;12:27:08.80;15/10/22;True;4653.4305;00837.0226;86.98844
3248;203;-2.208248;-13.59413;12:27:09.00;15/10/22;True;4653.4295;00837.0261;86.96992
3249;198;-2.000952;-12.63978;12:27:09.20;15/10/22;True;4653.4284;00837.0295;86.22912
3250;198;-1.950199;-13.11473;12:27:09.40;15/10/22;True;4653.4273;00837.0329;85.91428
3251;202;-0.1419618;-14.38569;12:27:09.60;15/10/22;True;4653.4261;00837.0362;84.13636
3252;200;-0.4211002;-14.76656;12:27:09.80;15/10/22;True;4653.4250;00837.0394;83.35853
3253;216;-2.462924;-16.23504;12:27:10.00;15/10/22;True;4653.4238;00837.0426;82.54364
3254;185;-2.372772;-15.85192;12:27:10.20;15/10/22;True;4653.4226;00837.0457;81.67319
3255;197;-1.385274;-15.92186;12:27:10.40;15/10/22;True;4653.4214;00837.0488;80.78424
3256;202;-0.5840888;-16.668;12:27:10.60;15/10/22;True;4653.4202;00837.0519;80.71017
3257;198;0.6868114;-17.42248;12:27:10.80;15/10/22;True;4653.4189;00837.0549;80.21012
3258;203;0.6880145;-17.80397;12:27:11.00;15/10/22;True;4653.4176;00837.0578;80.562
3259;198;-0.07179403;-16.71144;12:27:11.20;15/10/22;True;4653.4163;00837.0608;80.52496
3260;200;0.3518312;-17.96972;12:27:11.40;15/10/22;True;4653.4149;00837.0637;80.59904
3261;200;-0.2971664;-16.96708;12:27:11.60;15/10/22;True;4653.4135;00837.0665;80.30272
3262;200;-0.2116464;-17.67543;12:27:11.80;15/10/22;True;4653.4121;00837.0694;80.41384
3263;204;3.963524;-17.84364;12:27:12.00;15/10/22;True;4653.4106;00837.0721;80.37681
3264;199;5.153138;-17.2049;12:27:12.20;15/10/22;True;4653.4091;00837.0749;80.30272
3265;197;5.244475;-17.62454;12:27:12.40;15/10/22;True;4653.4076;00837.0776;80.1916
3266;201;3.971459;-15.11213;12:27:12.60;15/10/22;True;4653.4061;00837.0803;79.8212
3267;200;2.985993;-14.95944;12:27:12.80;15/10/22;True;4653.4045;00837.0829;79.89528
3268;202;-0.9770875;-15.84093;12:27:13.00;15/10/22;True;4653.4028;00837.0855;79.89528
3269;198;-5.146334;-13.77652;12:27:13.20;15/10/22;True;4653.4012;00837.0880;79.87676
3270;200;-6.756489;-13.21547;12:27:13.40;15/10/22;True;4653.3994;00837.0905;79.95084
3271;200;-5.765384;-13.6261;12:27:13.60;15/10/22;True;4653.3977;00837.0931;80.099
3272;201;-5.83305;-11.26217;12:27:13.80;15/10/22;True;4653.3959;00837.0955;80.33977
3273;202;-5.238557;-10.9374;12:27:14.00;15/10/22;True;4653.3940;00837.0980;80.58051
3274;196;-4.533049;-10.29786;12:27:14.20;15/10/22;True;4653.3921;00837.1004;80.87684
3275;201;-7.201458;-10.93513;12:27:14.40;15/10/22;True;4653.3901;00837.1028;85.50684
3276;199;-8.456405;-10.11629;12:27:14.60;15/10/22;True;4653.3881;00837.1052;86.118
3277;198;-8.954077;-9.906164;12:27:14.80;15/10/22;True;4653.3861;00837.1075;86.91436
3278;205;-9.28331;-10.00348;12:27:15.00;15/10/22;True;4653.3840;00837.1098;87.6922
3279;201;-9.078234;-11.61413;12:27:15.20;15/10/22;True;4653.3818;00837.1120;87.84037
3280;197;-10.99634;-10.83921;12:27:15.40;15/10/22;True;4653.3796;00837.1142;88.8034
3281;200;-11.39188;-10.85456;12:27:15.60;15/10/22;True;4653.3773;00837.1163;89.11824
3282;200;-8.680017;-11.29623;12:27:15.80;15/10/22;True;4653.3750;00837.1183;89.48864
3283;199;-6.735253;-13.03865;12:27:16.00;15/10/22;True;4653.3727;00837.1203;89.37752
3284;201;-6.601379;-12.97777;12:27:16.20;15/10/22;True;4653.3704;00837.1223;87.91445
3285;197;-4.727459;-15.6903;12:27:16.40;15/10/22;True;4653.3681;00837.1241;86.43284
3286;203;-5.110741;-13.94054;12:27:16.60;15/10/22;True;4653.3658;00837.1258;85.52536
3287;199;-4.757978;-14.127;12:27:16.80;15/10/22;True;4653.3635;00837.1275;84.48824
3288;199;-4.387039;-14.60304;12:27:17.00;15/10/22;True;4653.3612;00837.1290;83.30296
3289;203;-4.031766;-14.16318;12:27:17.20;15/10/22;True;4653.3589;00837.1305;82.56217
3290;198;-3.104653;-13.73181;12:27:17.40;15/10/22;True;4653.3567;00837.1319;81.19168
3291;200;-0.8231607;-13.76356;12:27:17.60;15/10/22;True;4653.3544;00837.1333;80.67313
3292;201;0.338869;-12.7853;12:27:17.80;15/10/22;True;4653.3522;00837.1346;79.24708
3293;201;4.39721;-13.15867;12:27:18.00;15/10/22;True;4653.3499;00837.1358;78.45072
3294;204;7.131818;-12.91662;12:27:18.20;15/10/22;True;4653.3477;00837.1369;77.58028
3295;194;7.134778;-12.1455;12:27:18.40;15/10/22;True;4653.3455;00837.1381;77.61732
3296;202;6.377815;-10.76899;12:27:18.60;15/10/22;True;4653.3433;00837.1392;77.61732
3297;197;7.964984;-9.313549;12:27:18.80;15/10/22;True;4653.3411;00837.1402;77.321
3298;203;8.670432;-8.672579;12:27:19.00;15/10/22;True;4653.3389;00837.1413;77.4136
3299;197;10.01062;-7.778152;12:27:19.20;15/10/22;True;4653.3366;00837.1424;77.4136
3300;201;10.63169;-8.188999;12:27:19.40;15/10/22;True;4653.3344;00837.1434;77.09877
3301;199;12.54494;-8.307013;12:27:19.60;15/10/22;True;4653.3322;00837.1444;76.63577
3302;202;11.69038;-6.644131;12:27:19.80;15/10/22;True;4653.3300;00837.1453;76.5802
3303;199;14.62399;-7.678863;12:27:20.00;15/10/22;True;4653.3278;00837.1463;76.46908
3304;200;17.55586;-6.681961;12:27:20.20;15/10/22;True;4653.3256;00837.1472;76.33944
3305;199;20.13548;-5.935872;12:27:20.40;15/10/22;True;4653.3234;00837.1482;76.17276
3306;201;22.56304;-6.517663;12:27:20.60;15/10/22;True;4653.3213;00837.1491;75.08008
3307;201;23.27126;-5.802818;12:27:20.80;15/10/22;True;4653.3191;00837.1500;74.56151
3308;216;21.74466;-5.606655;12:27:21.00;15/10/22;True;4653.3170;00837.1510;74.1726
3309;186;20.47704;-5.22797;12:27:21.20;15/10/22;True;4653.3149;00837.1520;74.11705
3310;197;18.57381;-4.843987;12:27:21.40;15/10/22;True;4653.3128;00837.1530;72.35765
3311;201;17.71398;-4.119894;12:27:21.60;15/10/22;True;4653.3108;00837.1541;71.50572
3312;200;18.22155;-4.701349;12:27:21.80;15/10/22;True;4653.3088;00837.1552;70.70936
3313;200;20.25963;-4.781875;12:27:22.00;15/10/22;True;4653.3069;00837.1564;69.72781
3314;202;22.19286;-4.755835;12:27:22.20;15/10/22;True;4653.3050;00837.1576;68.39437
3315;197;22.86461;-4.743895;12:27:22.40;15/10/22;True;4653.3032;00837.1589;66.93128
