157;210;1.350547;-2.263907;14:19:55.60;16/10/22;True;4659.6874;00836.3624;0.90748
158;201;1.459689;-2.158604;14:19:55.80;16/10/22;True;4659.6874;00836.3624;0.926
159;199;3.447017;-2.265093;14:19:56.00;16/10/22;True;4659.6874;00836.3624;0.88896
160;202;3.904521;-2.880445;14:19:56.20;16/10/22;True;4659.6874;00836.3624;0.85192
161;199;4.628737;-3.288723;14:19:56.40;16/10/22;True;4659.6874;00836.3624;0.81488
162;200;4.40836;-2.818756;14:19:56.60;16/10/22;True;4659.6875;00836.3623;0.81488
163;200;5.020302;-4.619941;14:19:56.80;16/10/22;True;4659.6875;00836.3623;0.87044
164;200;5.129278;-5.319086;14:19:57.00;16/10/22;True;4659.6875;00836.3622;1.1112
165;199;5.200837;-6.067571;14:19:57.20;16/10/22;True;4659.6873;00836.3620;1.4816
166;201;4.669379;-4.407165;14:19:57.40;16/10/22;True;4659.6872;00836.3619;1.87052
167;201;2.617625;0.3367419;14:19:57.60;16/10/22;True;4659.6873;00836.3617;1.98164
168;199;2.688337;0.3193362;14:19:57.80;16/10/22;True;4659.6874;00836.3615;2.09276
169;200;6.506422;1.181007;14:19:58.00;16/10/22;True;4659.6875;00836.3614;2.25944
170;200;10.44021;-0.7534446;14:19:58.20;16/10/22;True;4659.6876;00836.3612;2.42612
171;202;8.547784;4.168664;14:19:58.40;16/10/22;True;4659.6877;00836.3610;2.5002
172;197;12.18857;5.096582;14:19:58.60;16/10/22;True;4659.6878;00836.3608;2.55576
173;128;4.400112;11.96335;14:19:58.60;16/10/22;True;4659.6878;00836.3608;2.55576
174;172;2.984995;12.42901;14:19:58.60;16/10/22;True;4659.6878;00836.3608;2.55576
175;432;3.553759;11.60784;14:19:58.60;16/10/22;True;4659.6878;00836.3608;2.55576
176;1175;-2.209304;4.941458;14:19:58.60;16/10/22;True;4659.6878;00836.3608;2.55576
177;754;-2.564245;1.462471;14:19:58.60;16/10/22;True;4659.6878;00836.3608;2.55576
178;94;-2.310631;1.218041;14:20:01.37;16/10/22;False
179;150;-1.02074;-0.5608259;14:20:01.52;16/10/22;False
180;275;0.7454485;-1.944862;14:20:01.80;16/10/22;False
181;199;2.212713;-2.603847;14:20:02.00;16/10/22;False
182;200;3.109684;-3.322012;14:20:02.20;16/10/22;False
183;201;2.658079;-3.596009;14:20:02.40;16/10/22;False
184;199;2.801929;-4.403557;14:20:02.60;16/10/22;False
185;199;2.355138;-3.91477;14:20:02.80;16/10/22;False
186;202;3.089693;-3.9423;14:20:03.00;16/10/22;False
187;200;3.989301;-3.723096;14:20:03.20;16/10/22;False
188;199;4.456915;-4.435068;14:20:03.40;16/10/22;False
