,4701.9510,N,00815.2802,E,0.31,105.20,121022,,,A*75
$GNRMC,191724.500,A,4701.9507,N,00815.2801,E,0.29,105.20,121022,,,A*7C
$GNRMC,191725.000,A,4701.9505,N,00815.2799,E,0.26,105.20,121022,,,A*7B
$GNRMC,191725.500,A,4701.9502,N,00815.2798,E,0.27,105.20,121022,,,A*79
$GNRMC,191726.000,A$GNRMC,191729.500,A,4701.9491,N,00815.2788,E,0.43,105.20,121022,,,A*7D
$GNRMC,191730.000,A,4701.9492,N,00815.2790,E,0.43,105.20,121022,,,A*7A
$GNRMC,191730.500,A,4701.9491,N,00815.2791,E,0.63,96.99,121022,,,A*46
$GNRMC,191731.000,A,4701.9488,N,00815.2788,E,0.26,96.99,121022,,,A*43
$GNRMC,191731.500,A,4701.9487,N,00815.2784,E,0.29,96.99,121022,,,A*4A
$GNRMC,191732.000,A,4701.9486,N,00815.2783,E,0.33,96.99,121022,,,A*41
$GNRMC,191732.500,A,4701.9484,N,00815.2782,E,0.28,96.99,121022,,,A*4D
