$GNRMC,191733.000,A,4701.9484,N,00815.2781,E,0.22,96.99,121022,,,A*40
$GNRMC,191733.500,A,4701.9483,N,00815.2780,E,0.20,96.99,121022,,,A*41
$GNRMC,191734.000,A,4701.9484,N,00815.2778,E,0.27,96.99,121022,,,A*44
$GNRMC,191734.500,A,4701.9484,N,00815.2777,E,0.31,96.99,121022,,,A*49
$GNR$GNRMC,191759.000,A,4701.9530,N,00815.2780,E,0.35,72.79,121022,,,A*41
$GNRMC,191759.500,A,4701.9532,N,00815.2778,E,0.68,0.08,121022,,,D*7F
$GNRMC,191800.000,A,4701.9534,N,00815.2778,E,0.67,8.93,121022,,,D*7A
$GNRMC,191800.500,A,4701.9535,N,00815.2779,E,0.65,43.11,121022,,,D*48
$GNRMC,191801.000,A,4701.9536,N,00815.2778,E,0.66,38.41,121022,,,D*44
$GNRMC,191801.500,A,4701.9536,N,00815.2775,E,0.65,38.41,121022,,,D*4F
$GNRMC,191802.000,A,4701.9537,N,00815.2772,E,0.70,38.41,121022,,,D*4B
$GNRMC,191802.500,A,4701.9535,N,00815.2768,E,0.48,38.41,121022,,,D*4C
$GNRMC,191803.000,A,4701.9537,N,00815.2769,E,0.32,38.41,121022,,,D*46
$GNRMC,191803.500,A,4701.9537,N,00815.2768,E,0.16,38.41,121022,,,D*44
$GNRMC,191804.000,A,4701.9538,N,00815.2769,E,0.39,38.41,121022,,,D*45
$GNRMC,191804.500,A,4701.9538,N,00815.2767,E,0.39,38.41,121022,,,D*4E
$GNRMC,191805.000,A,4701.9538,N,00815.2767,E,0.34,38.41,121022,,,D*47
$GNRMC,191805.500,A,4701.9536,N,00815.2765,E,0.13,38.41,121022,,,D*4B
$GNRMC,191806.000,A,4701.9534,N,00815.2762,E,0.09,38.41,121022,,,D*43
$GNRMC,191806.500,A,4701.9533,N,00815.2761,E,0.09,38.41,121022,,,D*42
$GNRMC,191807.000,A,4701.9532,N,00815.2761,E,0.17,38.41,121022,,,D*48
$GNRMC,191807.500,A,4701.9530,N,00815.2760,E,0.40,38.41,121022,,,D*4C
$GNRMC,191808.000,A,4701.9528,N,00815.2759,E,0.39,38.41,121022,,,D*4B
$GNRMC,191808.500,A,4701.9527,N,00815.2759,E,0.15,38.41,121022,,,D*4F
$GNRMC,191809.000,A,4701.9526,N,00815.2757,E,0.55,38.41,121022,,,D*40
$GNRMC,191809.500,A,4701.9523,N,00815.2756,E,0.50,38.41,121022,,,D*44
$GNRMC,191810.000,A,4701.9519,N,00815.2755,E,0.13,38.41,121022,,,D*44
$GNRMC,191810.500,A,4701.9516,N,00815.2755,E,0.17,38.41,121022,,,D*4A
$GNRMC,191811.000,A,4701.9512,N,00815.2755,E,0.47,38.41,121022,,,D*4F
$GNRMC,191811.500,A,4701.9509,N,00815.2752,E,0.50,38.41,121022,,,D*41
$GNRMC,191812.000,A,4701.9506,N,00815.2749,E,0.54,38.41,121022,,,D*46
$GNRMC,191812.500,A,4701.9505,N,00815.2747,E,0.23,38.41,121022,,,D*4E
$GNRMC,191813.000,A,4701.9505,N,00815.2745,E,0.00,38.41,121022,,,D*49
$GNRMC,191813.500,A,4701.9503,N,00815.2742,E,0.02,38.41,121022,,,D*4F
$GNRMC,191814.000,A,4701.9501,N,00815.2737,E,0.40,38.41,121022,,,D*4B
$GNRMC,191814.500,A,4701.9499,N,00815.2734,E,0.43,38.41,121022,,,D*4E
$GNRMC,191815.000,A,4701.9499,N,00815.2734,E,0.37,38.41,121022,,,D*49
$GNRMC,191815.500,A,4701.9499,N,00815.2735,E,0.33,38.41,121022,,,D*49
$GNRMC,191816.000,A,4701.9498,N,00815.2734,E,0.25,38.41,121022,,,D*48
$GNRMC,191816.500,A,4701.9498,N,00815.2735,E,0.19,38.41,121022,,,D*43
$GNRMC,191817.000,A,4701.9497,N,00815.2737,E,0.15,38.41,121022,,,D*46
$GNRMC,191817.500,A,4701.9496,N,00815.2739,E,0.48,38.41,121022,,,D*44
$GNRMC,191818.000,A,4701.9495,N,00815.2740,E,0.52,38.41,121022,,,D*48
$GNRMC,191818.500,A,4701.9494,N,00815.2740,E,0.29,38.41,121022,,,D*40
$GNRMC,191819.000,A,4701.9494,N,00815.2741,E,0.28,38.41,121022,,,D*44
$GNRMC,191819.500,A,4701.9494,N,00815.2741,E,0.26,38.41,121022,,,D*4F
$GNRMC,191820.000,A,4701.9494,N,00815.2742,E,0.47,38.41,121022,,,D*44
$GNRMC,191820.500,A,4701.9493,N,00815.2741,E,0.26,38.41,121022,,,D*42
$GNRMC,191821.000,A,4701.9493,N,00815.2742,E,0.20,38.41,121022,,,D*43
$GNRMC,191821.500,A,4701.9492,N,00815.2741,E,0.03,38.41,121022,,,D*45
$GNRMC,191822.000,A,4701.9492,N,00815.2741,E,0.08,38.41,121022,,,D*48
$GNRMC,191822.500,A,4701.9491,N,00815.2741,E,0.07,38.41,121022,,,D*41
$GNRMC,191823.000,A,4701.9491,N,00815.2742,E,0.26,38.41,121022,,,D*45
$GNRMC,191823.500,A,4701.9490,N,00815.2742,E,0.33,38.41,121022,,,D*45
$GNRMC,191824.000,A,4701.9489,N,00815.2743,E,0.59,38.41,121022,,,D*42
$GNRMC,191824.500,A,4701.9489,N,00815.2746,E,0.61,38.41,121022,,,D*49
$GNRMC,191825.000,A,4701.9489,N,00815.2746,E,0.58,38.41,121022,,,D*47
$GNRMC,191825.500,A,4701.9488,N,00815.2746,E,0.61,38.41,121022,,,D*49
$GNRMC,191826.000,A,4701.9488,N,00815.2746,E,0.67,38.41,121022,,,D*49
$GNRMC,191826.500,A,4701.9487,N,00815.2748,E,0.70,38.41,121022,,,D*4B
$GNRMC,191827.000,A,4701.9487,N,00815.2749,E,0.70,38.41,121022,,,D*4E
$GNRMC,191827.500,A,4701.9486,N,00815.2750,E,0.69,38.41,121022,,,D*4A
$GNRMC,191828.000,A,4701.9486,N,00815.2750,E,0.50,38.41,121022,,,D*4A
$GNRMC,191828.500,A,4701.9486,N,00815.2750,E,0.52,38.41,121022,,,D*4D
$GNRMC,191829.000,A,4701.9485,N,00815.2750,E,0.51,38.41,121022,,,D*49
$GNRMC,191829.500,A,4701.9484,N,00815.2749,E,0.22,38.41,121022,,,D*41
$GNRMC,191830.000,A,4701.9482,N,00815.2749,E,0.50,38.41,121022,,,D*4F
$GNRMC,191830.500,A,4701.9480,N,00815.2749,E,0.66,38.41,121022,,,D*4D
$GNRMC,191831.000,A,4701.9479,N,00815.2748,E,0.36,38.41,121022,,,D*4B
$GNRMC,191831.500,A,4701.9479,N,00815.2747,E,0.33,38.41,121022,,,D*44
$GNRMC,191832.000,A,4701.9479,N,00815.2748,E,0.38,38.41,121022,,,D*46
$GNRMC,191832.500,A,4701.9479,N,00815.2750,E,0.45,38.41,121022,,,D*40
$GNRMC,191833.000,A,4701.9479,N,00815.2752,E,0.50,38.41,121022,,,D*42
$GNRMC,191833.500,A,4701.9479,N,00815.2754,E,0.50,38.41,121022,,,D*41
$GNRMC,191834.000,A,4701.9479,N,00815.2756,E,0.55,38.41,121022,,,D*44
$GNRMC,191834.500,A,4701.9479,N,00815.2756,E,0.23,38.41,121022,,,D*40
$GNRMC,191835.000,A,4701.9479,N,00815.2755,E,0.24,38.41,121022,,,D*40
$GNRMC,191835.500,A,4701.9480,N,00815.2755,E,0.49,38.41,121022,,,D*48
$GNRMC,191836.000,A,4701.9480,N,00815.2755,E,0.45,38.41,121022,,,D*42
$GNRMC,191836.500,A,4701.9480,N,00815.2754,E,0.50,38.41,121022,,,D*42
$GNRMC,191837.000,A,4701.9481,N,00815.2753,E,0.78,38.41,121022,,,D*4A
$GNRMC,191837.500,A,4701.9480,N,00815.2750,E,0.76,38.41,121022,,,D*43
$GNRMC,191838.000,A,4701.9480,N,00815.2749,E,0.74,38.41,121022,,,D*43
$GNRMC,191838.500,A,4701.9480,N,00815.2750,E,0.70,38.41,121022,,,D*4A
$GNRMC,191839.000,A,4701.9479,N,00815.2749,E,0.42,38.41,121022,,,D*41
$GNRMC,191839.500,A,4701.9477,N,00815.2751,E,0.36,38.41,121022,,,D*40
$GNRMC,191840.000,A,4701.9476,N,00815.2750,E,0.06,38.41,121022,,,D*48
$GNRMC,191840.500,A,4701.9475,N,00815.2748,E,0.11,38.41,121022,,,D*41
$GNRMC,191841.000,A,4701.9474,N,00815.2749,E,0.12,38.41,121022,,,D*46
$GNRMC,191841.500,A,4701.9473,N,00815.2748,E,0.14,38.41,121022,,,D*43
$GNRMC,191842.000,A,4701.9472,N,00815.2746,E,0.16,38.41,121022,,,D*48
$GNRMC,191842.500,A,4701.9470,N,00815.2746,E,0.20,38.41,121022,,,D*4A
$GNRMC,191843.000,A,4701.9469,N,00815.2746,E,0.26,38.41,121022,,,D*40
$GNRMC,191843.500,A,4701.9469,N,00815.2746,E,0.27,38.41,121022,,,D*44
$GNRMC,191844.000,A,4701.9470,N,00815.2747,E,0.32,38.41,121022,,,D*4B
$GNRMC,191844.500,A,4701.9471,N,00815.2747,E,0.64,351.92,121022,,,D*7E
$GNRMC,191845.000,A,4701.9470,N,00815.2746,E,0.47,351.92,121022,,,D*7B
$GNRMC,191845.500,A,4701.9469,N,00815.2745,E,0.42,351.92,121022,,,D*70
$GNRMC,191846.000,A,4701.9468,N,00815.2744,E,0.20,351.92,121022,,,D*72
$GNRMC,191846.500,A,4701.9467,N,00815.2741,E,0.22,351.92,121022,,,D*7F
$GNRMC,191847.000,A,4701.9466,N,00815.2742,E,0.18,351.92,121022,,,D*70
$GNRMC,191847.500,A,4701.9466,N,00815.2743,E,0.38,351.92,121022,,,D*76
$GNRMC,191848.000,A,4701.9465,N,00815.2743,E,0.26,351.92,121022,,,D*70
$GNRMC,191848.500,A,4701.9465,N,00815.2744,E,0.38,351.92,121022,,,D*7D
$GNRMC,191849.000,A,4701.9465,N,00815.2744,E,0.27,351.92,121022,,,D*77
$GNRMC,191849.500,A,4701.9465,N,00815.2745,E,0.38,351.92,121022,,,D*7D
$GNRMC,191850.000,A,4701.9464,N,00815.2745,E,0.42,351.92,121022,,,D*7C
$GNRMC,191850.500,A,4701.9463,N,00815.2745,E,0.46,351.92,121022,,,D*7A
$GNRMC,191851.000,A,4701.9463,N,00815.2745,E,0.20,351.92,121022,,,D*7E
$GNRMC,191851.500,A,4701.9463,N,00815.2746,E,0.18,351.92,121022,,,D*73
$GNRMC,191852.000,A,4701.9463,N,00815.2746,E,0.23,351.92,121022,,,D*7D
$GNRMC,191852.500,A,4701.9462,N,00815.2747,E,0.51,351.92,121022,,,D*7D
$GNRMC,191853.000,A,4701.9462,N,00815.2747,E,0.47,351.92,121022,,,D*7E
$GNRMC,191853.500,A,4701.9462,N,00815.2748,E,0.45,351.92,121022,,,D*76
$GNRMC,191854.000,A,4701.9462,N,00815.2749,E,0.53,351.92,121022,,,D*72
$GNRMC,191854.500,A,4701.9464,N,00815.2750,E,0.47,351.92,121022,,,D*7C
$GNRMC,191855.000,A,4701.9465,N,00815.2752,E,0.60,34.90,121022,,,D*4C
$GNRMC,191855.500,A,4701.9468,N,00815.2754,E,0.76,27.56,121022,,,D*4D
$GNRMC,191856.000,A,4701.9470,N,00815.2756,E,0.79,20.56,121022,,,D*48
$GNRMC,191856.500,A,4701.9471,N,00815.2757,E,0.83,19.66,121022,,,D*41
$GNRMC,191857.000,A,4701.9471,N,00815.2757,E,0.84,40.55,121022,,,D*4E
