$GNRMC,191857.500,A,4701.9473,N,00815.2758,E,0.90,31.90,121022,,,D*4C
$GNRMC,191858.000,A,4701.9473,N,00815.2760,E,1.07,57.43,121022,,,D*4C
$GNRMC,191858.500,A,4701.9473,N,00815.2760,E,1.04,53.31,121022,,,D*4B
$GNRMC,191859.000,A,4701.9473,N,00815.2761,E,0.98,59.04,121022,,,D*46
$GNRMC,191859.500,A,4701.9473,N,00815.2760,E,0.66,57.46,121022,,,D*4B
$GNRMC,191900.000,A,4701.9474,N,00815.2760,E,0.81,22.38,121022,,,D*46
$GNRMC,191900.500,A,4701.9475,N,00815.2760,E,0.80,25.30,121022,,,D*4C
$GNRMC,191901.000,A,4701.9475,N,00815.2759,E,0.63,13.54,121022,,,D*48
$GNRMC,191901.500,A,4701.9476,N,00815.2760,E,0.65,36.75,121022,,,D*46
$GNRMC,191902.000,A,4701.9477,N,00815.2762,E,0.77,41.70,121022,,,D*45
$GNRMC,191902.500,A,4701.9478,N,00815.2763,E,0.72,35.16,121022,,,D*48
$GNRMC,191903.000,A,4701.9477,N,00815.2761,E,0.51,35.16,121022,,,D*40
$GNRMC,191903.500,A,4701.9479,N,00815.2761,E,0.55,8.94,121022,,,D*7B
$GNRMC,191904.000,A,4701.9477,N,00815.2760,E,0.56,8.94,121022,,,D*75
$GNRMC,191904.500,A,4701.9478,N,00815.2760,E,0.57,8.94,121022,,,D*7E
$GNRMC,191905.000,A,4701.9478,N,00815.2758,E,0.54,8.94,121022,,,D*72
$GNRMC,191905.500,A,4701.9479,N,00815.2757,E,0.71,352.22,121022,,,D*7F
$GNRMC,191906.000,A,4701.9480,N,00815.2756,E,0.68,352.89,121022,,,D*77
$GNRMC,191906.500,A,4701.9481,N,00815.2755,E,0.64,350.34,121022,,,D*78
$GNRMC,191907.000,A,4701.9482,N,00815.2753,E,0.67,356.15,121022,,,D*7F
$GNRMC,191907.500,A,4701.9481,N,00815.2751,E,0.50,356.15,121022,,,D*7F
$GNRMC,191908.000,A,4701.9480,N,00815.2749,E,0.45,356.15,121022,,,D*79
$GNRMC,191908.500,A,4701.9480,N,00815.2749,E,0.39,356.15,121022,,,D*77
$GNRMC,191909.000,A,4701.9480,N,00815.2747,E,0.39,356.15,121022,,,D*7D
$GNRMC,191909.500,A,4701.9480,N,00815.2743,E,0.68,303.64,121022,,,D*7E
$GNRMC,191910.000,A,4701.9480,N,00815.2741,E,0.64,308.67,121022,,,D*75
$GNRMC,191910.500,A,4701.9479,N,00815.2739,E,0.40,308.67,121022,,,D*7F
$GNRMC,191911.000,A,4701.9480,N,00815.2738,E,0.45,308.67,121022,,,D*79
$GNRMC,191911.500,A,4701.9479,N,00815.2736,E,0.43,308.67,121022,,,D*72
$GNRMC,191912.000,A,4701.9478,N,00815.2735,E,0.28,308.67,121022,,,D*7B
$GNRMC,191912.500,A,4701.9478,N,00815.2734,E,0.13,308.67,121022,,,D*77
$GNRMC,191913.000,A,4701.9477,N,00815.2732,E,0.10,308.67,121022,,,D*79
$GNRMC,191913.500,A,4701.9477,N,00815.2733,E,0.29,308.67,121022,,,D*77
$GNRMC,191914.000,A,4701.9478,N,00815.2734,E,0.45,308.67,121022,,,D*77
$GNRMC,191914.500,A,4701.9477,N,00815.2733,E,0.39,308.67,121022,,,D*71
$GNRMC,191915.000,A,4701.9477,N,00815.2732,E,0.22,308.67,121022,,,D*7E
$GNRMC,191915.500,A,4701.9477,N,00815.2733,E,0.49,308.67,121022,,,D*77
$GNRMC,191916.000,A,4701.9476,N,00815.2734,E,0.50,308.67,121022,,,D*7F
$GNRMC,191916.500,A,4701.9476,N,00815.2734,E,0.29,308.67,121022,,,D*74
$GNRMC,191917.000,A,4701.9475,N,00815.2734,E,0.45,308.67,121022,,,D*79
$GNRMC,191917.500,A,4701.9475,N,00815.2734,E,0.25,308.67,121022,,,D*7A
$GNRMC,191918.000,A,4701.9475,N,00815.2734,E,0.25,308.67,121022,,,D*70
$GNRMC,191918.500,A,4701.9474,N,00815.2734,E,0.26,308.67,121022,,,D*77
$GNRMC,191919.000,A,4701.9472,N,00815.2734,E,0.84,125.42,121022,,,D*77
$GNRMC,191919.500,A,4701.9471,N,00815.2734,E,0.72,124.88,121022,,,D*7F
$GNRMC,191920.000,A,4701.9471,N,00815.2736,E,0.47,124.88,121022,,,D*74
$GNRMC,191920.500,A,4701.9472,N,00815.2736,E,0.15,124.88,121022,,,D*75
$GNRMC,191921.000,A,4701.9471,N,00815.2736,E,0.19,124.88,121022,,,D*7E
$GNRMC,191921.500,A,4701.9470,N,00815.2737,E,0.62,153.40,121022,,,D*73
$GNRMC,191922.000,A,4701.9470,N,00815.2737,E,0.36,153.40,121022,,,D*74
$GNRMC,191922.500,A,4701.9470,N,00815.2738,E,0.31,153.40,121022,,,D*79
$GNRMC,191923.000,A,4701.9469,N,00815.2738,E,0.54,153.40,121022,,,D*76
$GNRMC,191923.500,A,4701.9469,N,00815.2738,E,0.30,153.40,121022,,,D*71
$GNRMC,191924.000,A,4701.9469,N,00815.2739,E,0.32,153.40,121022,,,D*70
$GNRMC,191924.500,A,4701.9470,N,00815.2739,E,0.53,153.40,121022,,,D*7A
$GNRMC,191925.000,A,4701.9470,N,00815.2740,E,0.70,43.40,121022,,,D*41
$GNRMC,191925.500,A,4701.9472,N,00815.2741,E,0.66,21.93,121022,,,D*4A
$GNRMC,191926.000,A,4701.9472,N,00815.2741,E,0.59,21.93,121022,,,D*40
$GNRMC,191926.500,A,4701.9472,N,00815.2741,E,0.32,21.93,121022,,,D*48
$GNRMC,191927.000,A,4701.9472,N,00815.2740,E,0.17,21.93,121022,,,D*4A
$GNRMC,191927.500,A,4701.9472,N,00815.2740,E,0.13,21.93,121022,,,D*4B
$GNRMC,191928.000,A,4701.9472,N,00815.2740,E,0.18,21.93,121022,,,D*4A
$GNRMC,191928.500,A,4701.9473,N,00815.2740,E,0.22,21.93,121022,,,D*47
